"state","GEOID","cty","county","year","population","Abbreviation","Region","Division"
"Texas","48283","La Salle County, Texas","La Salle County","pop_1930",8228,"TX","South","West South Central"
"Texas","48377","Presidio County, Texas","Presidio County","pop_1920",12202,"TX","South","West South Central"
"Texas","48363","Palo Pinto County, Texas","Palo Pinto County","pop_1970",28962,"TX","South","West South Central"
"Texas","48381","Randall County, Texas","Randall County","pop_2020",140753,"TX","South","West South Central"
"Texas","48267","Kimble County, Texas","Kimble County","pop_1940",5064,"TX","South","West South Central"
"Texas","48043","Brewster County, Texas","Brewster County","pop_2020",9546,"TX","South","West South Central"
"Texas","48021","Bastrop County, Texas","Bastrop County","pop_2020",97216,"TX","South","West South Central"
"Texas","48183","Gregg County, Texas","Gregg County","pop_2020",124239,"TX","South","West South Central"
"Texas","48309","McLennan County, Texas","McLennan County","pop_2020",260579,"TX","South","West South Central"
"Texas","48427","Starr County, Texas","Starr County","pop_2020",65920,"TX","South","West South Central"
"Texas","48411","San Saba County, Texas","San Saba County","pop_1940",11012,"TX","South","West South Central"
"Texas","48245","Jefferson County, Texas","Jefferson County","pop_2020",256526,"TX","South","West South Central"
"Texas","48013","Atascosa County, Texas","Atascosa County","pop_2020",48981,"TX","South","West South Central"
"Texas","48027","Bell County, Texas","Bell County","pop_2020",370647,"TX","South","West South Central"
"Texas","48039","Brazoria County, Texas","Brazoria County","pop_2020",372031,"TX","South","West South Central"
"Texas","48077","Clay County, Texas","Clay County","pop_1920",16864,"TX","South","West South Central"
"Texas","48217","Hill County, Texas","Hill County","pop_1920",43332,"TX","South","West South Central"
"Texas","48047","Brooks County, Texas","Brooks County","pop_1950",9195,"TX","South","West South Central"
"Texas","48191","Hall County, Texas","Hall County","pop_1930",16966,"TX","South","West South Central"
"Texas","48415","Scurry County, Texas","Scurry County","pop_1950",22779,"TX","South","West South Central"
"Texas","48005","Angelina County, Texas","Angelina County","pop_2010",86771,"TX","South","West South Central"
"Texas","48135","Ector County, Texas","Ector County","pop_2020",165171,"TX","South","West South Central"
"Texas","48253","Jones County, Texas","Jones County","pop_1930",24233,"TX","South","West South Central"
"Texas","48031","Blanco County, Texas","Blanco County","pop_2020",11374,"TX","South","West South Central"
"Texas","48161","Freestone County, Texas","Freestone County","pop_1920",23264,"TX","South","West South Central"
"Texas","48169","Garza County, Texas","Garza County","pop_1960",6611,"TX","South","West South Central"
"Texas","48455","Trinity County, Texas","Trinity County","pop_2010",14585,"TX","South","West South Central"
"Texas","48465","Val Verde County, Texas","Val Verde County","pop_2010",48879,"TX","South","West South Central"
"Texas","48023","Baylor County, Texas","Baylor County","pop_1940",7755,"TX","South","West South Central"
"Texas","48367","Parker County, Texas","Parker County","pop_2020",148222,"TX","South","West South Central"
"Texas","48407","San Jacinto County, Texas","San Jacinto County","pop_2020",27402,"TX","South","West South Central"
"Texas","48481","Wharton County, Texas","Wharton County","pop_2020",41570,"TX","South","West South Central"
"Texas","48269","King County, Texas","King County","pop_1930",1193,"TX","South","West South Central"
"Texas","48087","Collingsworth County, Texas","Collingsworth County","pop_1930",14461,"TX","South","West South Central"
"Texas","48423","Smith County, Texas","Smith County","pop_2020",233479,"TX","South","West South Central"
"Texas","48015","Austin County, Texas","Austin County","pop_2020",30167,"TX","South","West South Central"
"Texas","48179","Gray County, Texas","Gray County","pop_1960",31535,"TX","South","West South Central"
"Texas","48057","Calhoun County, Texas","Calhoun County","pop_2010",21381,"TX","South","West South Central"
"Texas","48107","Crosby County, Texas","Crosby County","pop_1930",11023,"TX","South","West South Central"
"Texas","48469","Victoria County, Texas","Victoria County","pop_2020",91319,"TX","South","West South Central"
"Texas","48189","Hale County, Texas","Hale County","pop_1980",37592,"TX","South","West South Central"
"Texas","48435","Sutton County, Texas","Sutton County","pop_1980",5130,"TX","South","West South Central"
"Texas","48157","Fort Bend County, Texas","Fort Bend County","pop_2020",822779,"TX","South","West South Central"
"Texas","48471","Walker County, Texas","Walker County","pop_2020",76400,"TX","South","West South Central"
"Texas","48365","Panola County, Texas","Panola County","pop_1930",24063,"TX","South","West South Central"
"Texas","48145","Falls County, Texas","Falls County","pop_1930",38771,"TX","South","West South Central"
"Texas","48141","El Paso County, Texas","El Paso County","pop_2020",865657,"TX","South","West South Central"
"Texas","48487","Wilbarger County, Texas","Wilbarger County","pop_1930",24579,"TX","South","West South Central"
"Texas","48247","Jim Hogg County, Texas","Jim Hogg County","pop_1940",5449,"TX","South","West South Central"
"Texas","48307","McCulloch County, Texas","McCulloch County","pop_1930",13883,"TX","South","West South Central"
"Texas","48313","Madison County, Texas","Madison County","pop_2010",13664,"TX","South","West South Central"
"Texas","48053","Burnet County, Texas","Burnet County","pop_2020",49130,"TX","South","West South Central"
"Texas","48351","Newton County, Texas","Newton County","pop_2000",15072,"TX","South","West South Central"
"Texas","48347","Nacogdoches County, Texas","Nacogdoches County","pop_2020",64653,"TX","South","West South Central"
"Texas","48243","Jeff Davis County, Texas","Jeff Davis County","pop_1940",2375,"TX","South","West South Central"
"Texas","48153","Floyd County, Texas","Floyd County","pop_1930",12409,"TX","South","West South Central"
"Texas","48287","Lee County, Texas","Lee County","pop_2020",17478,"TX","South","West South Central"
"Texas","48003","Andrews County, Texas","Andrews County","pop_2020",18610,"TX","South","West South Central"
"Texas","48059","Callahan County, Texas","Callahan County","pop_2020",13708,"TX","South","West South Central"
"Texas","48445","Terry County, Texas","Terry County","pop_1960",16286,"TX","South","West South Central"
"Texas","48171","Gillespie County, Texas","Gillespie County","pop_2020",26725,"TX","South","West South Central"
"Texas","48067","Cass County, Texas","Cass County","pop_1940",33496,"TX","South","West South Central"
"Texas","48011","Armstrong County, Texas","Armstrong County","pop_1930",3329,"TX","South","West South Central"
"Texas","48291","Liberty County, Texas","Liberty County","pop_2020",91628,"TX","South","West South Central"
"Texas","48163","Frio County, Texas","Frio County","pop_2020",18385,"TX","South","West South Central"
"Texas","48301","Loving County, Texas","Loving County","pop_1940",285,"TX","South","West South Central"
"Texas","48335","Mitchell County, Texas","Mitchell County","pop_1950",14357,"TX","South","West South Central"
"Texas","48237","Jack County, Texas","Jack County","pop_1940",10206,"TX","South","West South Central"
"Texas","48495","Winkler County, Texas","Winkler County","pop_1960",13652,"TX","South","West South Central"
"Texas","48333","Mills County, Texas","Mills County","pop_1920",9019,"TX","South","West South Central"
"Texas","48197","Hardeman County, Texas","Hardeman County","pop_1930",14532,"TX","South","West South Central"
"Texas","48215","Hidalgo County, Texas","Hidalgo County","pop_2020",870781,"TX","South","West South Central"
"Texas","48119","Delta County, Texas","Delta County","pop_1920",15887,"TX","South","West South Central"
"Texas","48273","Kleberg County, Texas","Kleberg County","pop_1980",33358,"TX","South","West South Central"
"Texas","48473","Waller County, Texas","Waller County","pop_2020",56794,"TX","South","West South Central"
"Texas","48463","Uvalde County, Texas","Uvalde County","pop_2010",26405,"TX","South","West South Central"
"Texas","48497","Wise County, Texas","Wise County","pop_2020",68632,"TX","South","West South Central"
"Texas","48225","Houston County, Texas","Houston County","pop_1940",31137,"TX","South","West South Central"
"Texas","48491","Williamson County, Texas","Williamson County","pop_2020",609017,"TX","South","West South Central"
"Texas","48279","Lamb County, Texas","Lamb County","pop_1960",21896,"TX","South","West South Central"
"Texas","48437","Swisher County, Texas","Swisher County","pop_1960",10607,"TX","South","West South Central"
"Texas","48127","Dimmit County, Texas","Dimmit County","pop_1980",11367,"TX","South","West South Central"
"Texas","48391","Refugio County, Texas","Refugio County","pop_1960",10975,"TX","South","West South Central"
"Texas","48007","Aransas County, Texas","Aransas County","pop_2020",23830,"TX","South","West South Central"
"Texas","48425","Somervell County, Texas","Somervell County","pop_2020",9205,"TX","South","West South Central"
"Texas","48025","Bee County, Texas","Bee County","pop_2000",32359,"TX","South","West South Central"
"Texas","48105","Crockett County, Texas","Crockett County","pop_1980",4608,"TX","South","West South Central"
"Texas","48069","Castro County, Texas","Castro County","pop_1980",10556,"TX","South","West South Central"
"Texas","48277","Lamar County, Texas","Lamar County","pop_1920",55742,"TX","South","West South Central"
"Texas","48297","Live Oak County, Texas","Live Oak County","pop_2000",12309,"TX","South","West South Central"
"Texas","48341","Moore County, Texas","Moore County","pop_2010",21904,"TX","South","West South Central"
"Texas","48385","Real County, Texas","Real County","pop_2010",3309,"TX","South","West South Central"
"Texas","48369","Parmer County, Texas","Parmer County","pop_1980",11038,"TX","South","West South Central"
"Texas","48065","Carson County, Texas","Carson County","pop_1960",7781,"TX","South","West South Central"
"Texas","48257","Kaufman County, Texas","Kaufman County","pop_2020",145310,"TX","South","West South Central"
"Texas","48443","Terrell County, Texas","Terrell County","pop_1950",3189,"TX","South","West South Central"
"Texas","48493","Wilson County, Texas","Wilson County","pop_2020",49753,"TX","South","West South Central"
"Texas","48345","Motley County, Texas","Motley County","pop_1930",6812,"TX","South","West South Central"
"Texas","48101","Cottle County, Texas","Cottle County","pop_1930",9395,"TX","South","West South Central"
"Texas","48409","San Patricio County, Texas","San Patricio County","pop_2020",68755,"TX","South","West South Central"
"Texas","48379","Rains County, Texas","Rains County","pop_2020",12164,"TX","South","West South Central"
"Texas","48033","Borden County, Texas","Borden County","pop_1930",1505,"TX","South","West South Central"
"Texas","48055","Caldwell County, Texas","Caldwell County","pop_2020",45883,"TX","South","West South Central"
"Texas","48073","Cherokee County, Texas","Cherokee County","pop_2010",50845,"TX","South","West South Central"
"Texas","48075","Childress County, Texas","Childress County","pop_1930",16044,"TX","South","West South Central"
"Texas","48049","Brown County, Texas","Brown County","pop_2010",38106,"TX","South","West South Central"
"Texas","48371","Pecos County, Texas","Pecos County","pop_2000",16809,"TX","South","West South Central"
"Texas","48447","Throckmorton County, Texas","Throckmorton County","pop_1930",5253,"TX","South","West South Central"
"Texas","48219","Hockley County, Texas","Hockley County","pop_1990",24199,"TX","South","West South Central"
"Texas","48137","Edwards County, Texas","Edwards County","pop_1940",2933,"TX","South","West South Central"
"Texas","48361","Orange County, Texas","Orange County","pop_2000",84966,"TX","South","West South Central"
"Texas","48383","Reagan County, Texas","Reagan County","pop_1990",4514,"TX","South","West South Central"
"Texas","48079","Cochran County, Texas","Cochran County","pop_1960",6417,"TX","South","West South Central"
"Texas","48181","Grayson County, Texas","Grayson County","pop_2020",135543,"TX","South","West South Central"
"Texas","48147","Fannin County, Texas","Fannin County","pop_1920",48186,"TX","South","West South Central"
"Texas","48111","Dallam County, Texas","Dallam County","pop_1930",7830,"TX","South","West South Central"
"Texas","48315","Marion County, Texas","Marion County","pop_1940",11457,"TX","South","West South Central"
"Texas","48355","Nueces County, Texas","Nueces County","pop_2020",353178,"TX","South","West South Central"
"Texas","48095","Concho County, Texas","Concho County","pop_1930",7645,"TX","South","West South Central"
"Texas","48009","Archer County, Texas","Archer County","pop_1930",9684,"TX","South","West South Central"
"Texas","48393","Roberts County, Texas","Roberts County","pop_1920",1469,"TX","South","West South Central"
"Texas","48431","Sterling County, Texas","Sterling County","pop_1990",1438,"TX","South","West South Central"
"Texas","48275","Knox County, Texas","Knox County","pop_1930",11368,"TX","South","West South Central"
"Texas","48503","Young County, Texas","Young County","pop_1930",20128,"TX","South","West South Central"
"Texas","48397","Rockwall County, Texas","Rockwall County","pop_2020",107819,"TX","South","West South Central"
"Texas","48109","Culberson County, Texas","Culberson County","pop_1970",3429,"TX","South","West South Central"
"Texas","48507","Zavala County, Texas","Zavala County","pop_1960",12696,"TX","South","West South Central"
"Texas","48173","Glasscock County, Texas","Glasscock County","pop_1990",1447,"TX","South","West South Central"
"Texas","48241","Jasper County, Texas","Jasper County","pop_2010",35710,"TX","South","West South Central"
"Texas","48259","Kendall County, Texas","Kendall County","pop_2020",44279,"TX","South","West South Central"
"Texas","48041","Brazos County, Texas","Brazos County","pop_2020",233849,"TX","South","West South Central"
"Texas","48193","Hamilton County, Texas","Hamilton County","pop_1920",14676,"TX","South","West South Central"
"Texas","48323","Maverick County, Texas","Maverick County","pop_2020",57887,"TX","South","West South Central"
"Texas","48303","Lubbock County, Texas","Lubbock County","pop_2020",310639,"TX","South","West South Central"
"Texas","48081","Coke County, Texas","Coke County","pop_1930",5253,"TX","South","West South Central"
"Texas","48457","Tyler County, Texas","Tyler County","pop_2010",21766,"TX","South","West South Central"
"Texas","48373","Polk County, Texas","Polk County","pop_2020",50123,"TX","South","West South Central"
"Texas","48211","Hemphill County, Texas","Hemphill County","pop_1980",5304,"TX","South","West South Central"
"Texas","48387","Red River County, Texas","Red River County","pop_1920",35829,"TX","South","West South Central"
"Texas","48103","Crane County, Texas","Crane County","pop_1960",4699,"TX","South","West South Central"
"Texas","48051","Burleson County, Texas","Burleson County","pop_1930",19848,"TX","South","West South Central"
"Texas","48123","DeWitt County, Texas","DeWitt County","pop_1920",27971,"TX","South","West South Central"
"Texas","48063","Camp County, Texas","Camp County","pop_2020",12464,"TX","South","West South Central"
"Texas","48165","Gaines County, Texas","Gaines County","pop_2020",21598,"TX","South","West South Central"
"Texas","48389","Reeves County, Texas","Reeves County","pop_1960",17644,"TX","South","West South Central"
"Texas","48199","Hardin County, Texas","Hardin County","pop_2020",56231,"TX","South","West South Central"
"Texas","48477","Washington County, Texas","Washington County","pop_2020",35805,"TX","South","West South Central"
"Utah","49023","Juab County, Utah","Juab County","pop_2020",11786,"UT","West","Mountain"
"Utah","49017","Garfield County, Utah","Garfield County","pop_1940",5253,"UT","West","Mountain"
"Utah","49021","Iron County, Utah","Iron County","pop_2020",57289,"UT","West","Mountain"
"Utah","49055","Wayne County, Utah","Wayne County","pop_2010",2778,"UT","West","Mountain"
"Utah","49009","Daggett County, Utah","Daggett County","pop_1960",1164,"UT","West","Mountain"
"Utah","49013","Duchesne County, Utah","Duchesne County","pop_2020",19596,"UT","West","Mountain"
"Utah","49057","Weber County, Utah","Weber County","pop_2020",262223,"UT","West","Mountain"
"Utah","49035","Salt Lake County, Utah","Salt Lake County","pop_2020",1185238,"UT","West","Mountain"
"Utah","49027","Millard County, Utah","Millard County","pop_2020",12975,"UT","West","Mountain"
"Utah","49039","Sanpete County, Utah","Sanpete County","pop_2020",28437,"UT","West","Mountain"
"Utah","49053","Washington County, Utah","Washington County","pop_2020",180279,"UT","West","Mountain"
"Utah","49049","Utah County, Utah","Utah County","pop_2020",659399,"UT","West","Mountain"
"Utah","49043","Summit County, Utah","Summit County","pop_2020",42357,"UT","West","Mountain"
"Utah","49045","Tooele County, Utah","Tooele County","pop_2020",72698,"UT","West","Mountain"
"Utah","49037","San Juan County, Utah","San Juan County","pop_2010",14746,"UT","West","Mountain"
"Utah","49011","Davis County, Utah","Davis County","pop_2020",362679,"UT","West","Mountain"
"Utah","49031","Piute County, Utah","Piute County","pop_1920",2770,"UT","West","Mountain"
"Utah","49005","Cache County, Utah","Cache County","pop_2020",133154,"UT","West","Mountain"
"Utah","49051","Wasatch County, Utah","Wasatch County","pop_2020",34788,"UT","West","Mountain"
"Utah","49003","Box Elder County, Utah","Box Elder County","pop_2020",57666,"UT","West","Mountain"
"Utah","49001","Beaver County, Utah","Beaver County","pop_2020",7072,"UT","West","Mountain"
"Utah","49025","Kane County, Utah","Kane County","pop_2020",7667,"UT","West","Mountain"
"Utah","49029","Morgan County, Utah","Morgan County","pop_2020",12295,"UT","West","Mountain"
"Utah","49033","Rich County, Utah","Rich County","pop_2020",2510,"UT","West","Mountain"
"Utah","49015","Emery County, Utah","Emery County","pop_1980",11451,"UT","West","Mountain"
"Utah","49007","Carbon County, Utah","Carbon County","pop_1950",24901,"UT","West","Mountain"
"Utah","49019","Grand County, Utah","Grand County","pop_2020",9669,"UT","West","Mountain"
"Utah","49047","Uintah County, Utah","Uintah County","pop_2020",35620,"UT","West","Mountain"
"Utah","49041","Sevier County, Utah","Sevier County","pop_2020",21522,"UT","West","Mountain"
"Vermont","50007","Chittenden County, Vermont","Chittenden County","pop_2020",168323,"VT","Northeast","New England"
"Vermont","50021","Rutland County, Vermont","Rutland County","pop_2000",63400,"VT","Northeast","New England"
"Vermont","50025","Windham County, Vermont","Windham County","pop_2020",45905,"VT","Northeast","New England"
"Vermont","50003","Bennington County, Vermont","Bennington County","pop_2020",37347,"VT","Northeast","New England"
"Vermont","50013","Grand Isle County, Vermont","Grand Isle County","pop_2020",7293,"VT","Northeast","New England"
"Vermont","50011","Franklin County, Vermont","Franklin County","pop_2020",49946,"VT","Northeast","New England"
"Vermont","50023","Washington County, Vermont","Washington County","pop_2020",59807,"VT","Northeast","New England"
"Vermont","50027","Windsor County, Vermont","Windsor County","pop_2020",57753,"VT","Northeast","New England"
"Vermont","50015","Lamoille County, Vermont","Lamoille County","pop_2020",25945,"VT","Northeast","New England"
"Vermont","50009","Essex County, Vermont","Essex County","pop_1920",7364,"VT","Northeast","New England"
"Vermont","50001","Addison County, Vermont","Addison County","pop_2020",37363,"VT","Northeast","New England"
"Vermont","50019","Orleans County, Vermont","Orleans County","pop_2020",27393,"VT","Northeast","New England"
"Vermont","50017","Orange County, Vermont","Orange County","pop_2020",29277,"VT","Northeast","New England"
"Vermont","50005","Caledonia County, Vermont","Caledonia County","pop_2010",31227,"VT","Northeast","New England"
"Virginia","51017","Bath County, Virginia","Bath County","pop_1930",8137,"VA","South","South Atlantic"
"Virginia","51700","Newport News city, Virginia","Newport News city","pop_2020",186247,"VA","South","South Atlantic"
"Virginia","51089","Henry County, Virginia","Henry County","pop_2000",57930,"VA","South","South Atlantic"
"Virginia","51063","Floyd County, Virginia","Floyd County","pop_2020",15476,"VA","South","South Atlantic"
"Virginia","51095","James City County, Virginia","James City County","pop_2020",78254,"VA","South","South Atlantic"
"Virginia","51005","Alleghany County, Virginia","Alleghany County","pop_1950",23139,"VA","South","South Atlantic"
"Virginia","51159","Richmond County, Virginia","Richmond County","pop_2010",9254,"VA","South","South Atlantic"
"Virginia","51670","Hopewell city, Virginia","Hopewell city","pop_1970",23471,"VA","South","South Atlantic"
"Virginia","51620","Franklin city, Virginia","Franklin city","pop_2010",8582,"VA","South","South Atlantic"
"Virginia","51081","Greensville County, Virginia","Greensville County","pop_1950",16319,"VA","South","South Atlantic"
"Virginia","51053","Dinwiddie County, Virginia","Dinwiddie County","pop_2010",28001,"VA","South","South Atlantic"
"Virginia","51071","Giles County, Virginia","Giles County","pop_1950",18956,"VA","South","South Atlantic"
"Virginia","51115","Mathews County, Virginia","Mathews County","pop_2000",9207,"VA","South","South Atlantic"
"Virginia","51083","Halifax County, Virginia","Halifax County","pop_1950",41442,"VA","South","South Atlantic"
"Virginia","51001","Accomack County, Virginia","Accomack County","pop_2000",38305,"VA","South","South Atlantic"
"Virginia","51840","Winchester city, Virginia","Winchester city","pop_2020",28120,"VA","South","South Atlantic"
"Virginia","51165","Rockingham County, Virginia","Rockingham County","pop_2020",83757,"VA","South","South Atlantic"
"Virginia","51730","Petersburg city, Virginia","Petersburg city","pop_1980",41055,"VA","South","South Atlantic"
"Virginia","51059","Fairfax County, Virginia","Fairfax County","pop_2020",1150309,"VA","South","South Atlantic"
"Virginia","51037","Charlotte County, Virginia","Charlotte County","pop_1920",17540,"VA","South","South Atlantic"
"Virginia","51810","Virginia Beach city, Virginia","Virginia Beach city","pop_2020",459470,"VA","South","South Atlantic"
"Virginia","51775","Salem city, Virginia","Salem city","pop_2020",25346,"VA","South","South Atlantic"
"Virginia","51043","Clarke County, Virginia","Clarke County","pop_2020",14783,"VA","South","South Atlantic"
"Virginia","51111","Lunenburg County, Virginia","Lunenburg County","pop_1920",15260,"VA","South","South Atlantic"
"Virginia","51185","Tazewell County, Virginia","Tazewell County","pop_1980",50511,"VA","South","South Atlantic"
"Virginia","51740","Portsmouth city, Virginia","Portsmouth city","pop_1960",114773,"VA","South","South Atlantic"
"Virginia","51195","Wise County, Virginia","Wise County","pop_1950",56336,"VA","South","South Atlantic"
"Virginia","51097","King and Queen County, Virginia","King and Queen County","pop_1920",9161,"VA","South","South Atlantic"
"Virginia","51800","Suffolk city, Virginia","Suffolk city","pop_2020",94324,"VA","South","South Atlantic"
"Virginia","51191","Washington County, Virginia","Washington County","pop_2010",54876,"VA","South","South Atlantic"
"Virginia","51119","Middlesex County, Virginia","Middlesex County","pop_2010",10959,"VA","South","South Atlantic"
"Virginia","51023","Botetourt County, Virginia","Botetourt County","pop_2020",33596,"VA","South","South Atlantic"
"Virginia","51049","Cumberland County, Virginia","Cumberland County","pop_2010",10052,"VA","South","South Atlantic"
"Virginia","51750","Radford city, Virginia","Radford city","pop_2010",16408,"VA","South","South Atlantic"
"Virginia","51127","New Kent County, Virginia","New Kent County","pop_2020",22945,"VA","South","South Atlantic"
"Virginia","51181","Surry County, Virginia","Surry County","pop_1920",9305,"VA","South","South Atlantic"
"Virginia","51630","Fredericksburg city, Virginia","Fredericksburg city","pop_2020",27982,"VA","South","South Atlantic"
"Virginia","51073","Gloucester County, Virginia","Gloucester County","pop_2020",38711,"VA","South","South Atlantic"
"Virginia","51041","Chesterfield County, Virginia","Chesterfield County","pop_2020",364548,"VA","South","South Atlantic"
"Virginia","51036","Charles City County, Virginia","Charles City County","pop_2010",7256,"VA","South","South Atlantic"
"Virginia","51009","Amherst County, Virginia","Amherst County","pop_2010",32353,"VA","South","South Atlantic"
"Virginia","51520","Bristol city, Virginia","Bristol city","pop_1980",19042,"VA","South","South Atlantic"
"Virginia","51690","Martinsville city, Virginia","Martinsville city","pop_1970",19653,"VA","South","South Atlantic"
"Virginia","51137","Orange County, Virginia","Orange County","pop_2020",36254,"VA","South","South Atlantic"
"Virginia","51680","Lynchburg city, Virginia","Lynchburg city","pop_2020",79009,"VA","South","South Atlantic"
"Virginia","51085","Hanover County, Virginia","Hanover County","pop_2020",109979,"VA","South","South Atlantic"
"Virginia","51029","Buckingham County, Virginia","Buckingham County","pop_2010",17146,"VA","South","South Atlantic"
"Virginia","51075","Goochland County, Virginia","Goochland County","pop_2020",24727,"VA","South","South Atlantic"
"Virginia","51007","Amelia County, Virginia","Amelia County","pop_2020",13265,"VA","South","South Atlantic"
"Virginia","51135","Nottoway County, Virginia","Nottoway County","pop_2010",15853,"VA","South","South Atlantic"
"Virginia","51187","Warren County, Virginia","Warren County","pop_2020",40727,"VA","South","South Atlantic"
"Virginia","51510","Alexandria city, Virginia","Alexandria city","pop_2020",159467,"VA","South","South Atlantic"
"Virginia","51109","Louisa County, Virginia","Louisa County","pop_2020",37596,"VA","South","South Atlantic"
"Virginia","51550","Chesapeake city, Virginia","Chesapeake city","pop_2020",249422,"VA","South","South Atlantic"
"Virginia","51033","Caroline County, Virginia","Caroline County","pop_2020",30887,"VA","South","South Atlantic"
"Virginia","51155","Pulaski County, Virginia","Pulaski County","pop_1980",35229,"VA","South","South Atlantic"
"Virginia","51025","Brunswick County, Virginia","Brunswick County","pop_1920",21025,"VA","South","South Atlantic"
"Virginia","51790","Staunton city, Virginia","Staunton city","pop_2020",25750,"VA","South","South Atlantic"
"Virginia","51133","Northumberland County, Virginia","Northumberland County","pop_2010",12330,"VA","South","South Atlantic"
"Virginia","51760","Richmond city, Virginia","Richmond city","pop_1970",249621,"VA","South","South Atlantic"
"Virginia","51031","Campbell County, Virginia","Campbell County","pop_2020",55696,"VA","South","South Atlantic"
"Virginia","51570","Colonial Heights city, Virginia","Colonial Heights city","pop_2020",18170,"VA","South","South Atlantic"
"Virginia","51113","Madison County, Virginia","Madison County","pop_2020",13837,"VA","South","South Atlantic"
"Virginia","51003","Albemarle County, Virginia","Albemarle County","pop_2020",112395,"VA","South","South Atlantic"
"Virginia","51171","Shenandoah County, Virginia","Shenandoah County","pop_2020",44186,"VA","South","South Atlantic"
"Virginia","51069","Frederick County, Virginia","Frederick County","pop_2020",91419,"VA","South","South Atlantic"
"Virginia","51183","Sussex County, Virginia","Sussex County","pop_1920",12834,"VA","South","South Atlantic"
"Virginia","51091","Highland County, Virginia","Highland County","pop_1920",4931,"VA","South","South Atlantic"
"Virginia","51101","King William County, Virginia","King William County","pop_2020",17810,"VA","South","South Atlantic"
"Virginia","51107","Loudoun County, Virginia","Loudoun County","pop_2020",420959,"VA","South","South Atlantic"
"Virginia","51105","Lee County, Virginia","Lee County","pop_1940",39296,"VA","South","South Atlantic"
"Virginia","51650","Hampton city, Virginia","Hampton city","pop_2000",146437,"VA","South","South Atlantic"
"Virginia","51685","Manassas Park city, Virginia","Manassas Park city","pop_2020",17219,"VA","South","South Atlantic"
"Virginia","51530","Buena Vista city, Virginia","Buena Vista city","pop_1980",6717,"VA","South","South Atlantic"
"Virginia","51167","Russell County, Virginia","Russell County","pop_1980",31761,"VA","South","South Atlantic"
"Virginia","51161","Roanoke County, Virginia","Roanoke County","pop_2020",96929,"VA","South","South Atlantic"
"Virginia","51590","Danville city, Virginia","Danville city","pop_1990",53056,"VA","South","South Atlantic"
"Virginia","51678","Lexington city, Virginia","Lexington city","pop_1970",7597,"VA","South","South Atlantic"
"Virginia","51057","Essex County, Virginia","Essex County","pop_2010",11151,"VA","South","South Atlantic"
"Virginia","51131","Northampton County, Virginia","Northampton County","pop_1930",18565,"VA","South","South Atlantic"
"Virginia","51103","Lancaster County, Virginia","Lancaster County","pop_2000",11567,"VA","South","South Atlantic"
"Virginia","51145","Powhatan County, Virginia","Powhatan County","pop_2020",30333,"VA","South","South Atlantic"
"Virginia","51197","Wythe County, Virginia","Wythe County","pop_2010",29235,"VA","South","South Atlantic"
"Virginia","51595","Emporia city, Virginia","Emporia city","pop_2010",5927,"VA","South","South Atlantic"
"Virginia","51177","Spotsylvania County, Virginia","Spotsylvania County","pop_2020",140032,"VA","South","South Atlantic"
"Virginia","51735","Poquoson city, Virginia","Poquoson city","pop_2020",12460,"VA","South","South Atlantic"
"Virginia","51141","Patrick County, Virginia","Patrick County","pop_2000",19407,"VA","South","South Atlantic"
"Virginia","51199","York County, Virginia","York County","pop_2020",70045,"VA","South","South Atlantic"
"Virginia","51117","Mecklenburg County, Virginia","Mecklenburg County","pop_1950",33497,"VA","South","South Atlantic"
"Virginia","51093","Isle of Wight County, Virginia","Isle of Wight County","pop_2020",38606,"VA","South","South Atlantic"
"Virginia","51047","Culpeper County, Virginia","Culpeper County","pop_2020",52552,"VA","South","South Atlantic"
"Virginia","51820","Waynesboro city, Virginia","Waynesboro city","pop_2020",22196,"VA","South","South Atlantic"
"Virginia","51021","Bland County, Virginia","Bland County","pop_2000",6871,"VA","South","South Atlantic"
"Virginia","51640","Galax city, Virginia","Galax city","pop_2010",7042,"VA","South","South Atlantic"
"Virginia","51013","Arlington County, Virginia","Arlington County","pop_2020",238643,"VA","South","South Atlantic"
"Virginia","51061","Fauquier County, Virginia","Fauquier County","pop_2020",72972,"VA","South","South Atlantic"
"Virginia","51163","Rockbridge County, Virginia","Rockbridge County","pop_1960",24039,"VA","South","South Atlantic"
"Virginia","51720","Norton city, Virginia","Norton city","pop_1960",4996,"VA","South","South Atlantic"
"Virginia","51087","Henrico County, Virginia","Henrico County","pop_2020",334389,"VA","South","South Atlantic"
"Virginia","51011","Appomattox County, Virginia","Appomattox County","pop_2020",16119,"VA","South","South Atlantic"
"Virginia","51125","Nelson County, Virginia","Nelson County","pop_1920",17277,"VA","South","South Atlantic"
"Virginia","51139","Page County, Virginia","Page County","pop_2010",24042,"VA","South","South Atlantic"
"Virginia","51015","Augusta County, Virginia","Augusta County","pop_2020",77487,"VA","South","South Atlantic"
"Virginia","51065","Fluvanna County, Virginia","Fluvanna County","pop_2020",27249,"VA","South","South Atlantic"
"Virginia","51079","Greene County, Virginia","Greene County","pop_2020",20552,"VA","South","South Atlantic"
"Virginia","51175","Southampton County, Virginia","Southampton County","pop_1920",27555,"VA","South","South Atlantic"
"Virginia","51149","Prince George County, Virginia","Prince George County","pop_2020",43010,"VA","South","South Atlantic"
"Virginia","51169","Scott County, Virginia","Scott County","pop_1950",27640,"VA","South","South Atlantic"
