"state","GEOID","cty","county","year","population","Abbreviation","Region","Division"
"Illinois","17183","Vermilion County, Illinois","Vermilion County","pop_1970",97047,"IL","Midwest","East North Central"
"Illinois","17119","Madison County, Illinois","Madison County","pop_2010",269282,"IL","Midwest","East North Central"
"Illinois","17011","Bureau County, Illinois","Bureau County","pop_1920",42648,"IL","Midwest","East North Central"
"Illinois","17039","De Witt County, Illinois","De Witt County","pop_1920",19252,"IL","Midwest","East North Central"
"Illinois","17083","Jersey County, Illinois","Jersey County","pop_2010",22985,"IL","Midwest","East North Central"
"Illinois","17045","Edgar County, Illinois","Edgar County","pop_1920",25769,"IL","Midwest","East North Central"
"Illinois","17179","Tazewell County, Illinois","Tazewell County","pop_2010",135394,"IL","Midwest","East North Central"
"Illinois","17161","Rock Island County, Illinois","Rock Island County","pop_1970",166734,"IL","Midwest","East North Central"
"Illinois","17025","Clay County, Illinois","Clay County","pop_1940",18947,"IL","Midwest","East North Central"
"Illinois","17035","Cumberland County, Illinois","Cumberland County","pop_1920",12858,"IL","Midwest","East North Central"
"Illinois","17103","Lee County, Illinois","Lee County","pop_1960",38749,"IL","Midwest","East North Central"
"Illinois","17193","White County, Illinois","White County","pop_1950",20935,"IL","Midwest","East North Central"
"Illinois","17051","Fayette County, Illinois","Fayette County","pop_1940",29159,"IL","Midwest","East North Central"
"Illinois","17163","St. Clair County, Illinois","St. Clair County","pop_1970",285176,"IL","Midwest","East North Central"
"Illinois","17089","Kane County, Illinois","Kane County","pop_2020",516522,"IL","Midwest","East North Central"
"Illinois","17171","Scott County, Illinois","Scott County","pop_1920",9489,"IL","Midwest","East North Central"
"Illinois","17013","Calhoun County, Illinois","Calhoun County","pop_1920",8245,"IL","Midwest","East North Central"
"Illinois","17069","Hardin County, Illinois","Hardin County","pop_1940",7759,"IL","Midwest","East North Central"
"Illinois","17099","LaSalle County, Illinois","LaSalle County","pop_2010",113924,"IL","Midwest","East North Central"
"Illinois","17081","Jefferson County, Illinois","Jefferson County","pop_2000",40045,"IL","Midwest","East North Central"
"Illinois","17181","Union County, Illinois","Union County","pop_1940",21528,"IL","Midwest","East North Central"
"Illinois","17173","Shelby County, Illinois","Shelby County","pop_1920",29601,"IL","Midwest","East North Central"
"Illinois","17175","Stark County, Illinois","Stark County","pop_1920",9693,"IL","Midwest","East North Central"
"Illinois","17191","Wayne County, Illinois","Wayne County","pop_1920",22772,"IL","Midwest","East North Central"
"Illinois","17087","Johnson County, Illinois","Johnson County","pop_2020",13308,"IL","Midwest","East North Central"
"Illinois","17145","Perry County, Illinois","Perry County","pop_1940",23438,"IL","Midwest","East North Central"
"Illinois","17095","Knox County, Illinois","Knox County","pop_1980",61607,"IL","Midwest","East North Central"
"Illinois","17063","Grundy County, Illinois","Grundy County","pop_2020",52533,"IL","Midwest","East North Central"
"Illinois","17027","Clinton County, Illinois","Clinton County","pop_2010",37762,"IL","Midwest","East North Central"
"Illinois","17093","Kendall County, Illinois","Kendall County","pop_2020",131869,"IL","Midwest","East North Central"
"Illinois","17139","Moultrie County, Illinois","Moultrie County","pop_2010",14846,"IL","Midwest","East North Central"
"Illinois","17143","Peoria County, Illinois","Peoria County","pop_1980",200466,"IL","Midwest","East North Central"
"Illinois","17065","Hamilton County, Illinois","Hamilton County","pop_1920",15920,"IL","Midwest","East North Central"
"Illinois","17031","Cook County, Illinois","Cook County","pop_1970",5492369,"IL","Midwest","East North Central"
"Illinois","17117","Macoupin County, Illinois","Macoupin County","pop_1920",57274,"IL","Midwest","East North Central"
"Illinois","17115","Macon County, Illinois","Macon County","pop_1980",131375,"IL","Midwest","East North Central"
"Illinois","17029","Coles County, Illinois","Coles County","pop_2010",53873,"IL","Midwest","East North Central"
"Illinois","17059","Gallatin County, Illinois","Gallatin County","pop_1920",12856,"IL","Midwest","East North Central"
"Illinois","17097","Lake County, Illinois","Lake County","pop_2020",714342,"IL","Midwest","East North Central"
"Illinois","17197","Will County, Illinois","Will County","pop_2020",696355,"IL","Midwest","East North Central"
"Illinois","17169","Schuyler County, Illinois","Schuyler County","pop_1920",13285,"IL","Midwest","East North Central"
"Illinois","17041","Douglas County, Illinois","Douglas County","pop_2010",19980,"IL","Midwest","East North Central"
"Illinois","17155","Putnam County, Illinois","Putnam County","pop_1920",7579,"IL","Midwest","East North Central"
"Illinois","17075","Iroquois County, Illinois","Iroquois County","pop_1920",34841,"IL","Midwest","East North Central"
"Illinois","17017","Cass County, Illinois","Cass County","pop_1920",17896,"IL","Midwest","East North Central"
"Illinois","17061","Greene County, Illinois","Greene County","pop_1920",22883,"IL","Midwest","East North Central"
"Illinois","17037","DeKalb County, Illinois","DeKalb County","pop_2010",105160,"IL","Midwest","East North Central"
"Illinois","17137","Morgan County, Illinois","Morgan County","pop_1980",37502,"IL","Midwest","East North Central"
"Illinois","17125","Mason County, Illinois","Mason County","pop_1980",19492,"IL","Midwest","East North Central"
"Illinois","17021","Christian County, Illinois","Christian County","pop_1950",38816,"IL","Midwest","East North Central"
"Illinois","17195","Whiteside County, Illinois","Whiteside County","pop_1980",65970,"IL","Midwest","East North Central"
"Illinois","17033","Crawford County, Illinois","Crawford County","pop_1920",22771,"IL","Midwest","East North Central"
"Illinois","17203","Woodford County, Illinois","Woodford County","pop_2010",38664,"IL","Midwest","East North Central"
"Illinois","17105","Livingston County, Illinois","Livingston County","pop_1980",41381,"IL","Midwest","East North Central"
"Illinois","17199","Williamson County, Illinois","Williamson County","pop_2020",67153,"IL","Midwest","East North Central"
"Illinois","17005","Bond County, Illinois","Bond County","pop_2010",17768,"IL","Midwest","East North Central"
"Illinois","17121","Marion County, Illinois","Marion County","pop_1940",47989,"IL","Midwest","East North Central"
"Illinois","17123","Marshall County, Illinois","Marshall County","pop_1920",14760,"IL","Midwest","East North Central"
"Illinois","17055","Franklin County, Illinois","Franklin County","pop_1930",59442,"IL","Midwest","East North Central"
"Illinois","17165","Saline County, Illinois","Saline County","pop_1920",38353,"IL","Midwest","East North Central"
"Illinois","17107","Logan County, Illinois","Logan County","pop_1960",33656,"IL","Midwest","East North Central"
"Illinois","17067","Hancock County, Illinois","Hancock County","pop_1920",28523,"IL","Midwest","East North Central"
"Illinois","17073","Henry County, Illinois","Henry County","pop_1980",57968,"IL","Midwest","East North Central"
"Illinois","17177","Stephenson County, Illinois","Stephenson County","pop_1980",49536,"IL","Midwest","East North Central"
"Illinois","17157","Randolph County, Illinois","Randolph County","pop_1980",35652,"IL","Midwest","East North Central"
"Illinois","17135","Montgomery County, Illinois","Montgomery County","pop_1920",41403,"IL","Midwest","East North Central"
"Illinois","17141","Ogle County, Illinois","Ogle County","pop_2010",53497,"IL","Midwest","East North Central"
"Illinois","17159","Richland County, Illinois","Richland County","pop_1980",17587,"IL","Midwest","East North Central"
"Illinois","17009","Brown County, Illinois","Brown County","pop_1920",9336,"IL","Midwest","East North Central"
"Illinois","17149","Pike County, Illinois","Pike County","pop_1920",26866,"IL","Midwest","East North Central"
"Illinois","17101","Lawrence County, Illinois","Lawrence County","pop_1930",21885,"IL","Midwest","East North Central"
"Illinois","17007","Boone County, Illinois","Boone County","pop_2010",54165,"IL","Midwest","East North Central"
"Illinois","17071","Henderson County, Illinois","Henderson County","pop_1920",9770,"IL","Midwest","East North Central"
"Illinois","17151","Pope County, Illinois","Pope County","pop_1920",9625,"IL","Midwest","East North Central"
"Illinois","17129","Menard County, Illinois","Menard County","pop_2010",12705,"IL","Midwest","East North Central"
"Illinois","17003","Alexander County, Illinois","Alexander County","pop_1940",25496,"IL","Midwest","East North Central"
"Illinois","17153","Pulaski County, Illinois","Pulaski County","pop_1940",15875,"IL","Midwest","East North Central"
"Illinois","17189","Washington County, Illinois","Washington County","pop_1920",18035,"IL","Midwest","East North Central"
"Illinois","17049","Effingham County, Illinois","Effingham County","pop_2020",34668,"IL","Midwest","East North Central"
"Illinois","17185","Wabash County, Illinois","Wabash County","pop_1950",14651,"IL","Midwest","East North Central"
"Illinois","17133","Monroe County, Illinois","Monroe County","pop_2020",34962,"IL","Midwest","East North Central"
"Illinois","17001","Adams County, Illinois","Adams County","pop_1980",71622,"IL","Midwest","East North Central"
"Illinois","17079","Jasper County, Illinois","Jasper County","pop_1920",16064,"IL","Midwest","East North Central"
"Illinois","17085","Jo Daviess County, Illinois","Jo Daviess County","pop_1980",23520,"IL","Midwest","East North Central"
"Illinois","17187","Warren County, Illinois","Warren County","pop_1950",21981,"IL","Midwest","East North Central"
"Illinois","17147","Piatt County, Illinois","Piatt County","pop_2010",16729,"IL","Midwest","East North Central"
"Illinois","17113","McLean County, Illinois","McLean County","pop_2020",170954,"IL","Midwest","East North Central"
"Illinois","17131","Mercer County, Illinois","Mercer County","pop_1980",19286,"IL","Midwest","East North Central"
"Illinois","17077","Jackson County, Illinois","Jackson County","pop_1980",61522,"IL","Midwest","East North Central"
"Illinois","17201","Winnebago County, Illinois","Winnebago County","pop_2010",295266,"IL","Midwest","East North Central"
"Illinois","17057","Fulton County, Illinois","Fulton County","pop_1920",48163,"IL","Midwest","East North Central"
"Illinois","17047","Edwards County, Illinois","Edwards County","pop_1920",9431,"IL","Midwest","East North Central"
"Illinois","17111","McHenry County, Illinois","McHenry County","pop_2020",310229,"IL","Midwest","East North Central"
"Illinois","17043","DuPage County, Illinois","DuPage County","pop_2020",932877,"IL","Midwest","East North Central"
"Illinois","17109","McDonough County, Illinois","McDonough County","pop_1980",37467,"IL","Midwest","East North Central"
"Illinois","17015","Carroll County, Illinois","Carroll County","pop_1960",19507,"IL","Midwest","East North Central"
"Illinois","17127","Massac County, Illinois","Massac County","pop_2010",15429,"IL","Midwest","East North Central"
"Illinois","17091","Kankakee County, Illinois","Kankakee County","pop_2010",113449,"IL","Midwest","East North Central"
"Illinois","17167","Sangamon County, Illinois","Sangamon County","pop_2010",197465,"IL","Midwest","East North Central"
"Indiana","18107","Montgomery County, Indiana","Montgomery County","pop_2010",38124,"IN","Midwest","East North Central"
"Indiana","18183","Whitley County, Indiana","Whitley County","pop_2020",34191,"IN","Midwest","East North Central"
"Indiana","18055","Greene County, Indiana","Greene County","pop_1920",36770,"IN","Midwest","East North Central"
"Indiana","18025","Crawford County, Indiana","Crawford County","pop_1920",11201,"IN","Midwest","East North Central"
"Indiana","18065","Henry County, Indiana","Henry County","pop_1980",53336,"IN","Midwest","East North Central"
"Indiana","18011","Boone County, Indiana","Boone County","pop_2020",70812,"IN","Midwest","East North Central"
"Indiana","18145","Shelby County, Indiana","Shelby County","pop_2020",45055,"IN","Midwest","East North Central"
"Indiana","18019","Clark County, Indiana","Clark County","pop_2020",121093,"IN","Midwest","East North Central"
"Indiana","18085","Kosciusko County, Indiana","Kosciusko County","pop_2020",80240,"IN","Midwest","East North Central"
"Indiana","18157","Tippecanoe County, Indiana","Tippecanoe County","pop_2020",186251,"IN","Midwest","East North Central"
"Indiana","18005","Bartholomew County, Indiana","Bartholomew County","pop_2020",82208,"IN","Midwest","East North Central"
"Indiana","18009","Blackford County, Indiana","Blackford County","pop_1970",15888,"IN","Midwest","East North Central"
"Indiana","18159","Tipton County, Indiana","Tipton County","pop_1980",16819,"IN","Midwest","East North Central"
"Indiana","18135","Randolph County, Indiana","Randolph County","pop_1980",29997,"IN","Midwest","East North Central"
"Indiana","18143","Scott County, Indiana","Scott County","pop_2020",24384,"IN","Midwest","East North Central"
"Indiana","18181","White County, Indiana","White County","pop_2000",25267,"IN","Midwest","East North Central"
"Indiana","18147","Spencer County, Indiana","Spencer County","pop_2010",20952,"IN","Midwest","East North Central"
"Indiana","18021","Clay County, Indiana","Clay County","pop_1920",29447,"IN","Midwest","East North Central"
"Indiana","18171","Warren County, Indiana","Warren County","pop_1920",9699,"IN","Midwest","East North Central"
"Indiana","18119","Owen County, Indiana","Owen County","pop_2000",21786,"IN","Midwest","East North Central"
"Indiana","18113","Noble County, Indiana","Noble County","pop_2010",47536,"IN","Midwest","East North Central"
"Indiana","18161","Union County, Indiana","Union County","pop_2010",7516,"IN","Midwest","East North Central"
"Indiana","18039","Elkhart County, Indiana","Elkhart County","pop_2020",207047,"IN","Midwest","East North Central"
"Indiana","18099","Marshall County, Indiana","Marshall County","pop_2010",47051,"IN","Midwest","East North Central"
"Indiana","18087","LaGrange County, Indiana","LaGrange County","pop_2020",40446,"IN","Midwest","East North Central"
"Indiana","18067","Howard County, Indiana","Howard County","pop_1980",86896,"IN","Midwest","East North Central"
"Indiana","18121","Parke County, Indiana","Parke County","pop_1920",18875,"IN","Midwest","East North Central"
"Indiana","18037","Dubois County, Indiana","Dubois County","pop_2020",43637,"IN","Midwest","East North Central"
"Indiana","18123","Perry County, Indiana","Perry County","pop_1980",19346,"IN","Midwest","East North Central"
"Indiana","18131","Pulaski County, Indiana","Pulaski County","pop_2000",13755,"IN","Midwest","East North Central"
"Indiana","18173","Warrick County, Indiana","Warrick County","pop_2020",63898,"IN","Midwest","East North Central"
"Indiana","18053","Grant County, Indiana","Grant County","pop_1970",83955,"IN","Midwest","East North Central"
"Indiana","18003","Allen County, Indiana","Allen County","pop_2020",385410,"IN","Midwest","East North Central"
"Indiana","18139","Rush County, Indiana","Rush County","pop_1960",20393,"IN","Midwest","East North Central"
"Indiana","18049","Fulton County, Indiana","Fulton County","pop_2010",20836,"IN","Midwest","East North Central"
"Indiana","18043","Floyd County, Indiana","Floyd County","pop_2020",80484,"IN","Midwest","East North Central"
"Indiana","18007","Benton County, Indiana","Benton County","pop_1920",12206,"IN","Midwest","East North Central"
"Indiana","18035","Delaware County, Indiana","Delaware County","pop_1970",129219,"IN","Midwest","East North Central"
"Indiana","18013","Brown County, Indiana","Brown County","pop_2020",15475,"IN","Midwest","East North Central"
"Indiana","18047","Franklin County, Indiana","Franklin County","pop_2010",23087,"IN","Midwest","East North Central"
"Indiana","18017","Cass County, Indiana","Cass County","pop_1980",40936,"IN","Midwest","East North Central"
"Indiana","18041","Fayette County, Indiana","Fayette County","pop_1980",28272,"IN","Midwest","East North Central"
"Indiana","18089","Lake County, Indiana","Lake County","pop_1970",546253,"IN","Midwest","East North Central"
"Indiana","18179","Wells County, Indiana","Wells County","pop_2020",28180,"IN","Midwest","East North Central"
"Indiana","18155","Switzerland County, Indiana","Switzerland County","pop_2010",10613,"IN","Midwest","East North Central"
"Indiana","18117","Orange County, Indiana","Orange County","pop_2020",19867,"IN","Midwest","East North Central"
"Indiana","18125","Pike County, Indiana","Pike County","pop_1920",18684,"IN","Midwest","East North Central"
"Indiana","18091","LaPorte County, Indiana","LaPorte County","pop_2020",112417,"IN","Midwest","East North Central"
"Indiana","18111","Newton County, Indiana","Newton County","pop_1980",14844,"IN","Midwest","East North Central"
"Indiana","18033","DeKalb County, Indiana","DeKalb County","pop_2020",43265,"IN","Midwest","East North Central"
"Indiana","18079","Jennings County, Indiana","Jennings County","pop_2010",28525,"IN","Midwest","East North Central"
"Indiana","18137","Ripley County, Indiana","Ripley County","pop_2020",28995,"IN","Midwest","East North Central"
"Indiana","18175","Washington County, Indiana","Washington County","pop_2010",28262,"IN","Midwest","East North Central"
"Indiana","18097","Marion County, Indiana","Marion County","pop_2020",977203,"IN","Midwest","East North Central"
"Indiana","18061","Harrison County, Indiana","Harrison County","pop_2020",39654,"IN","Midwest","East North Central"
"Indiana","18071","Jackson County, Indiana","Jackson County","pop_2020",46428,"IN","Midwest","East North Central"
"Indiana","18169","Wabash County, Indiana","Wabash County","pop_1980",36640,"IN","Midwest","East North Central"
"Indiana","18081","Johnson County, Indiana","Johnson County","pop_2020",161765,"IN","Midwest","East North Central"
"Indiana","18101","Martin County, Indiana","Martin County","pop_1920",11865,"IN","Midwest","East North Central"
"Indiana","18149","Starke County, Indiana","Starke County","pop_2000",23556,"IN","Midwest","East North Central"
"Indiana","18105","Monroe County, Indiana","Monroe County","pop_2020",139718,"IN","Midwest","East North Central"
"Indiana","18001","Adams County, Indiana","Adams County","pop_2020",35809,"IN","Midwest","East North Central"
"Indiana","18077","Jefferson County, Indiana","Jefferson County","pop_2020",33147,"IN","Midwest","East North Central"
"Indiana","18029","Dearborn County, Indiana","Dearborn County","pop_2020",50679,"IN","Midwest","East North Central"
"Indiana","18151","Steuben County, Indiana","Steuben County","pop_2020",34435,"IN","Midwest","East North Central"
"Indiana","18083","Knox County, Indiana","Knox County","pop_1920",46195,"IN","Midwest","East North Central"
"Indiana","18059","Hancock County, Indiana","Hancock County","pop_2020",79840,"IN","Midwest","East North Central"
"Indiana","18165","Vermillion County, Indiana","Vermillion County","pop_1920",27625,"IN","Midwest","East North Central"
"Indiana","18057","Hamilton County, Indiana","Hamilton County","pop_2020",347467,"IN","Midwest","East North Central"
"Indiana","18115","Ohio County, Indiana","Ohio County","pop_2010",6128,"IN","Midwest","East North Central"
"Indiana","18031","Decatur County, Indiana","Decatur County","pop_2020",26472,"IN","Midwest","East North Central"
"Indiana","18133","Putnam County, Indiana","Putnam County","pop_2010",37963,"IN","Midwest","East North Central"
"Indiana","18051","Gibson County, Indiana","Gibson County","pop_2010",33503,"IN","Midwest","East North Central"
"Indiana","18063","Hendricks County, Indiana","Hendricks County","pop_2020",174788,"IN","Midwest","East North Central"
"Indiana","18023","Clinton County, Indiana","Clinton County","pop_2000",33866,"IN","Midwest","East North Central"
"Indiana","18167","Vigo County, Indiana","Vigo County","pop_1970",114528,"IN","Midwest","East North Central"
"Indiana","18153","Sullivan County, Indiana","Sullivan County","pop_1920",31630,"IN","Midwest","East North Central"
"Indiana","18093","Lawrence County, Indiana","Lawrence County","pop_2010",46134,"IN","Midwest","East North Central"
"Indiana","18015","Carroll County, Indiana","Carroll County","pop_2020",20306,"IN","Midwest","East North Central"
"Indiana","18073","Jasper County, Indiana","Jasper County","pop_2010",33478,"IN","Midwest","East North Central"
"Indiana","18103","Miami County, Indiana","Miami County","pop_1980",39820,"IN","Midwest","East North Central"
"Indiana","18141","St. Joseph County, Indiana","St. Joseph County","pop_2020",272912,"IN","Midwest","East North Central"
"Indiana","18109","Morgan County, Indiana","Morgan County","pop_2020",71780,"IN","Midwest","East North Central"
"Indiana","18075","Jay County, Indiana","Jay County","pop_1970",23575,"IN","Midwest","East North Central"
"Indiana","18177","Wayne County, Indiana","Wayne County","pop_1970",79109,"IN","Midwest","East North Central"
"Indiana","18129","Posey County, Indiana","Posey County","pop_2000",27061,"IN","Midwest","East North Central"
"Indiana","18127","Porter County, Indiana","Porter County","pop_2020",173215,"IN","Midwest","East North Central"
"Indiana","18095","Madison County, Indiana","Madison County","pop_1980",139336,"IN","Midwest","East North Central"
"Indiana","18163","Vanderburgh County, Indiana","Vanderburgh County","pop_2020",180136,"IN","Midwest","East North Central"
"Indiana","18045","Fountain County, Indiana","Fountain County","pop_1980",19033,"IN","Midwest","East North Central"
"Indiana","18069","Huntington County, Indiana","Huntington County","pop_2000",38075,"IN","Midwest","East North Central"
"Indiana","18027","Daviess County, Indiana","Daviess County","pop_2020",33381,"IN","Midwest","East North Central"
"Iowa","19121","Madison County, Iowa","Madison County","pop_2020",16548,"IA","Midwest","West North Central"
"Iowa","19141","O'Brien County, Iowa","O'Brien County","pop_1940",19293,"IA","Midwest","West North Central"
"Iowa","19021","Buena Vista County, Iowa","Buena Vista County","pop_1960",21189,"IA","Midwest","West North Central"
"Iowa","19181","Warren County, Iowa","Warren County","pop_2020",52403,"IA","Midwest","West North Central"
"Iowa","19015","Boone County, Iowa","Boone County","pop_1920",29892,"IA","Midwest","West North Central"
"Iowa","19031","Cedar County, Iowa","Cedar County","pop_1980",18635,"IA","Midwest","West North Central"
"Iowa","19059","Dickinson County, Iowa","Dickinson County","pop_2020",17703,"IA","Midwest","West North Central"
"Iowa","19027","Carroll County, Iowa","Carroll County","pop_1960",23431,"IA","Midwest","West North Central"
"Iowa","19193","Woodbury County, Iowa","Woodbury County","pop_1960",107849,"IA","Midwest","West North Central"
"Iowa","19147","Palo Alto County, Iowa","Palo Alto County","pop_1940",16170,"IA","Midwest","West North Central"
"Iowa","19087","Henry County, Iowa","Henry County","pop_2020",20482,"IA","Midwest","West North Central"
"Iowa","19041","Clay County, Iowa","Clay County","pop_1980",19576,"IA","Midwest","West North Central"
"Iowa","19073","Greene County, Iowa","Greene County","pop_1940",16599,"IA","Midwest","West North Central"
"Iowa","19163","Scott County, Iowa","Scott County","pop_2020",174669,"IA","Midwest","West North Central"
"Iowa","19165","Shelby County, Iowa","Shelby County","pop_1930",17131,"IA","Midwest","West North Central"
"Iowa","19111","Lee County, Iowa","Lee County","pop_1960",44207,"IA","Midwest","West North Central"
"Iowa","19127","Marshall County, Iowa","Marshall County","pop_1980",41652,"IA","Midwest","West North Central"
"Iowa","19051","Davis County, Iowa","Davis County","pop_1920",12574,"IA","Midwest","West North Central"
"Iowa","19091","Humboldt County, Iowa","Humboldt County","pop_1940",13459,"IA","Midwest","West North Central"
"Iowa","19069","Franklin County, Iowa","Franklin County","pop_1930",16382,"IA","Midwest","West North Central"
"Iowa","19097","Jackson County, Iowa","Jackson County","pop_1980",22503,"IA","Midwest","West North Central"
"Iowa","19179","Wapello County, Iowa","Wapello County","pop_1950",47397,"IA","Midwest","West North Central"
"Iowa","19105","Jones County, Iowa","Jones County","pop_1960",20693,"IA","Midwest","West North Central"
"Iowa","19055","Delaware County, Iowa","Delaware County","pop_1980",18933,"IA","Midwest","West North Central"
"Iowa","19033","Cerro Gordo County, Iowa","Cerro Gordo County","pop_1960",49894,"IA","Midwest","West North Central"
"Iowa","19125","Marion County, Iowa","Marion County","pop_2020",33414,"IA","Midwest","West North Central"
"Iowa","19019","Buchanan County, Iowa","Buchanan County","pop_1980",22900,"IA","Midwest","West North Central"
"Iowa","19117","Lucas County, Iowa","Lucas County","pop_1920",15686,"IA","Midwest","West North Central"
"Iowa","19129","Mills County, Iowa","Mills County","pop_1930",15866,"IA","Midwest","West North Central"
"Iowa","19155","Pottawattamie County, Iowa","Pottawattamie County","pop_2020",93667,"IA","Midwest","West North Central"
"Iowa","19145","Page County, Iowa","Page County","pop_1930",25904,"IA","Midwest","West North Central"
"Iowa","19109","Kossuth County, Iowa","Kossuth County","pop_1940",26630,"IA","Midwest","West North Central"
"Iowa","19123","Mahaska County, Iowa","Mahaska County","pop_1940",26485,"IA","Midwest","West North Central"
"Iowa","19029","Cass County, Iowa","Cass County","pop_1930",19422,"IA","Midwest","West North Central"
"Iowa","19043","Clayton County, Iowa","Clayton County","pop_1920",25032,"IA","Midwest","West North Central"
"Iowa","19177","Van Buren County, Iowa","Van Buren County","pop_1920",14060,"IA","Midwest","West North Central"
"Iowa","19057","Des Moines County, Iowa","Des Moines County","pop_1970",46982,"IA","Midwest","West North Central"
"Iowa","19011","Benton County, Iowa","Benton County","pop_2010",26076,"IA","Midwest","West North Central"
"Iowa","19195","Worth County, Iowa","Worth County","pop_1920",11630,"IA","Midwest","West North Central"
"Iowa","19067","Floyd County, Iowa","Floyd County","pop_1950",21505,"IA","Midwest","West North Central"
"Iowa","19133","Monona County, Iowa","Monona County","pop_1940",18238,"IA","Midwest","West North Central"
"Iowa","19151","Pocahontas County, Iowa","Pocahontas County","pop_1940",16266,"IA","Midwest","West North Central"
"Iowa","19149","Plymouth County, Iowa","Plymouth County","pop_2020",25698,"IA","Midwest","West North Central"
"Iowa","19025","Calhoun County, Iowa","Calhoun County","pop_1920",17783,"IA","Midwest","West North Central"
"Iowa","19045","Clinton County, Iowa","Clinton County","pop_1980",57122,"IA","Midwest","West North Central"
"Iowa","19053","Decatur County, Iowa","Decatur County","pop_1920",16566,"IA","Midwest","West North Central"
"Iowa","19005","Allamakee County, Iowa","Allamakee County","pop_1920",17285,"IA","Midwest","West North Central"
"Iowa","19035","Cherokee County, Iowa","Cherokee County","pop_1940",19258,"IA","Midwest","West North Central"
"Iowa","19167","Sioux County, Iowa","Sioux County","pop_2020",35872,"IA","Midwest","West North Central"
"Iowa","19047","Crawford County, Iowa","Crawford County","pop_1930",21028,"IA","Midwest","West North Central"
"Iowa","19063","Emmet County, Iowa","Emmet County","pop_1960",14871,"IA","Midwest","West North Central"
"Iowa","19081","Hancock County, Iowa","Hancock County","pop_1940",15402,"IA","Midwest","West North Central"
"Iowa","19095","Iowa County, Iowa","Iowa County","pop_1920",18600,"IA","Midwest","West North Central"
"Iowa","19131","Mitchell County, Iowa","Mitchell County","pop_1940",14121,"IA","Midwest","West North Central"
"Iowa","19135","Monroe County, Iowa","Monroe County","pop_1920",23467,"IA","Midwest","West North Central"
"Iowa","19183","Washington County, Iowa","Washington County","pop_2020",22565,"IA","Midwest","West North Central"
"Iowa","19003","Adams County, Iowa","Adams County","pop_1920",10521,"IA","Midwest","West North Central"
"Iowa","19185","Wayne County, Iowa","Wayne County","pop_1920",15378,"IA","Midwest","West North Central"
"Iowa","19009","Audubon County, Iowa","Audubon County","pop_1920",12520,"IA","Midwest","West North Central"
"Iowa","19013","Black Hawk County, Iowa","Black Hawk County","pop_1980",137961,"IA","Midwest","West North Central"
"Iowa","19001","Adair County, Iowa","Adair County","pop_1920",14259,"IA","Midwest","West North Central"
"Iowa","19161","Sac County, Iowa","Sac County","pop_1930",17641,"IA","Midwest","West North Central"
"Iowa","19157","Poweshiek County, Iowa","Poweshiek County","pop_1920",19910,"IA","Midwest","West North Central"
"Iowa","19115","Louisa County, Iowa","Louisa County","pop_2000",12183,"IA","Midwest","West North Central"
"Iowa","19191","Winneshiek County, Iowa","Winneshiek County","pop_1940",22263,"IA","Midwest","West North Central"
"Iowa","19143","Osceola County, Iowa","Osceola County","pop_1940",10607,"IA","Midwest","West North Central"
"Iowa","19039","Clarke County, Iowa","Clarke County","pop_1920",10506,"IA","Midwest","West North Central"
"Iowa","19077","Guthrie County, Iowa","Guthrie County","pop_1920",17596,"IA","Midwest","West North Central"
"Iowa","19169","Story County, Iowa","Story County","pop_2020",98537,"IA","Midwest","West North Central"
"Iowa","19137","Montgomery County, Iowa","Montgomery County","pop_1920",17048,"IA","Midwest","West North Central"
"Iowa","19103","Johnson County, Iowa","Johnson County","pop_2020",152854,"IA","Midwest","West North Central"
"Iowa","19017","Bremer County, Iowa","Bremer County","pop_2020",24988,"IA","Midwest","West North Central"
"Iowa","19089","Howard County, Iowa","Howard County","pop_1920",13705,"IA","Midwest","West North Central"
"Iowa","19023","Butler County, Iowa","Butler County","pop_1940",17986,"IA","Midwest","West North Central"
"Iowa","19175","Union County, Iowa","Union County","pop_1930",17435,"IA","Midwest","West North Central"
"Iowa","19153","Polk County, Iowa","Polk County","pop_2020",492401,"IA","Midwest","West North Central"
"Iowa","19099","Jasper County, Iowa","Jasper County","pop_2020",37813,"IA","Midwest","West North Central"
"Iowa","19065","Fayette County, Iowa","Fayette County","pop_1920",29251,"IA","Midwest","West North Central"
"Iowa","19071","Fremont County, Iowa","Fremont County","pop_1930",15533,"IA","Midwest","West North Central"
"Iowa","19197","Wright County, Iowa","Wright County","pop_1920",20348,"IA","Midwest","West North Central"
"Iowa","19075","Grundy County, Iowa","Grundy County","pop_1920",14420,"IA","Midwest","West North Central"
"Iowa","19173","Taylor County, Iowa","Taylor County","pop_1920",15514,"IA","Midwest","West North Central"
"Iowa","19171","Tama County, Iowa","Tama County","pop_1940",22428,"IA","Midwest","West North Central"
"Iowa","19085","Harrison County, Iowa","Harrison County","pop_1930",24897,"IA","Midwest","West North Central"
"Iowa","19139","Muscatine County, Iowa","Muscatine County","pop_2020",43235,"IA","Midwest","West North Central"
"Iowa","19159","Ringgold County, Iowa","Ringgold County","pop_1920",12919,"IA","Midwest","West North Central"
"Iowa","19101","Jefferson County, Iowa","Jefferson County","pop_2010",16843,"IA","Midwest","West North Central"
"Iowa","19187","Webster County, Iowa","Webster County","pop_1970",48391,"IA","Midwest","West North Central"
"Iowa","19079","Hamilton County, Iowa","Hamilton County","pop_1930",20978,"IA","Midwest","West North Central"
